timestamp,institutionType,institutionName,unitName,location,jobTitle,erLevel,triageRatio,criticalRatio,observationRatio,violenceFreq,weeklyHours,overtimePolicy,yearsCurrent,yearsTotal,annualSalary,monthlyBase,annualBonus,workAtmosphere,promotion,recommendIndex,comment
2025-09-28,區域醫院,新北市立土城醫院(委託長庚醫療財團法人興建經營),急診室,新北市,專科護理師,一般級,1:30,1:3,1:8,每季,60+,一律不給,1,1,99,42,15,3,難以升遷,1,
2025-09-28,醫學中心,臺北市立萬芳醫院-委託臺北醫學大學辦理,急診室,台北市,N0,中度級,1:25,1:2,1:6,罕見,60+,主管判斷,3,1,93,39,14,3,難以升遷,2,工時超長
2025-09-27 15:21,區域醫院,台灣基督長老教會新樓醫療財團法人台南新樓醫院,急診部,台南市,N3,中度級,1:25,1:4,1:8,每週,55-60,一律不給,5,1,108,45,16,3,難以升遷,2,新人零保護
2025-09-27,區域醫院,臺灣基督教門諾會醫療財團法人門諾醫院,急診部,花蓮縣,護理長,中度級,1:35,1:2,1:10,每月,60+,一律不給,8,2,128,54,19,3,普通,2,人力極端不足
2025-09-27,醫學中心,義大醫療財團法人義大醫院,急診醫學部,高雄市,N4,重度級,1:40,1:3,1:10,每季,45-50,一律給,5,1,126,53,19,3,難以升遷,2,案件量大但有規矩
2025-09-27,區域醫院,醫療財團法人羅許基金會羅東博愛醫院,急診醫學部,宜蘭縣,N4,中度級,1:25,1:2,1:10,每週,45-50,主管判斷,2,5,111,47,17,4,機會多,3,兒科氣氛溫暖
2025-09-27,地區醫院,醫療財團法人正德癌症醫療基金會佛教正德醫院,急診部,台中市,N1,一般級,1:25,1:2,1:10,每季,55-60,一律不給,5,6,75,32,11,3,普通,2,夜班暴力事件多
2025-09-26 14:18,醫學中心,佛教慈濟醫療財團法人花蓮慈濟醫院,急診醫學部,花蓮縣,N2,中度級,1:40,1:4,1:8,每月,55-60,一律不給,6,13,109,46,16,3,難以升遷,2,工時長但待遇可
2025-09-26,地區醫院,永川醫院,急診中心,台南市,護理長,一般級,1:30,1:3,1:8,罕見,45-50,合理範圍給,7,4,106,45,16,3,難以升遷,2,
2025-09-25,醫學中心,新光醫療財團法人新光吳火獅紀念醫院,急診部,台北市,N2,重度級,1:30,1:4,1:8,罕見,45-50,一律給,1,7,104,44,16,3,機會多,3,資深領班受重視
2025-09-25,地區醫院,永聖醫療社團法人文化醫院,急診室,新北市,N1,一般級,1:25,1:2,1:8,罕見,55-60,一律不給,5,2,70,29,11,3,普通,2,工時長但待遇可
2025-09-25,地區醫院,臺安醫院,急診中心,台中市,N0,一般級,1:30,1:2,1:6,罕見,50-55,合理範圍給,3,7,61,26,9,3,機會多,3,中部醫院 case 量適中
2025-09-25,醫學中心,財團法人私立高雄醫學大學附設中和紀念醫院,急診室,高雄市,專科護理師,中度級,1:25,1:3,1:6,罕見,50-55,主管判斷,6,11,113,47,17,3,普通,3,加班頻率可接受
2025-09-25,醫學中心,高雄榮民總醫院,急診部,高雄市,N2,重度級,1:30,1:3,1:10,罕見,50-55,合理範圍給,6,13,100,42,15,3,難以升遷,2,新人訓練紮實
2025-09-25,醫學中心,長庚醫療財團法人林口長庚紀念醫院,急診室,桃園市,專科護理師,中度級,1:30,1:3,1:10,罕見,60+,一律不給,2,11,121,51,18,2,難以升遷,1,leader 形同虛設
2025-09-24 23:03,區域醫院,臺北市立聯合醫院陽明院區,急診醫學部,台北市,N4,一般級,1:25,1:3,1:10,每月,50-55,主管判斷,3,5,123,52,18,4,機會多,3,工時長但待遇可
2025-09-24 18:23,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,急診中心,新北市,N3,中度級,1:25,1:3,1:6,罕見,60+,一律不給,3,7,115,48,17,3,普通,1,工時長到爆
2025-09-24 12:42,醫學中心,奇美醫療財團法人奇美醫院及其樹林院區,急診部,台南市,N3,中度級,1:35,1:2,1:5,每月,60+,主管判斷,5,3,122,51,18,3,普通,2,沒人沒錢沒尊重
2025-09-24 09:49,區域醫院,三軍總醫院松山分院附設民眾診療服務處,急診中心,台北市,N0,一般級,1:40,1:2,1:5,每月,55-60,主管判斷,8,10,83,35,12,3,普通,1,沒人沒錢沒尊重
2025-09-24,區域醫院,聯新國際醫院,急診室,桃園市,N2,中度級,1:30,1:2,1:5,罕見,60+,一律不給,4,8,83,35,12,3,難以升遷,2,工時長到爆
2025-09-24,醫學中心,高雄榮民總醫院,急診部,高雄市,N0,重度級,1:40,1:2,1:6,每週,45-50,一律給,5,8,87,37,13,3,難以升遷,2,沒人沒錢沒尊重
2025-09-24,醫學中心,國泰醫療財團法人汐止國泰綜合醫院,急診中心,新北市,N1,中度級,1:35,1:3,1:5,罕見,50-55,主管判斷,5,7,97,41,15,3,普通,2,
2025-09-24,區域醫院,國泰醫療財團法人汐止國泰綜合醫院,急診中心,新北市,N2,中度級,1:25,1:3,1:8,每月,55-60,一律不給,2,7,91,38,14,3,普通,2,被當打雜
2025-09-24,地區醫院,高新醫院,急診室,高雄市,N1,一般級,1:25,1:2,1:5,每月,50-55,一律給,2,9,62,26,9,3,機會多,3,資深領班受重視
2025-09-24,醫學中心,中國醫藥大學兒童醫院,急診部,台中市,N2,重度級,1:25,1:3,1:8,每月,45-50,合理範圍給,3,3,102,43,15,3,機會多,3,門診作息穩定
2025-09-23 19:11,區域醫院,澄清綜合醫院,急診室,台中市,N4,一般級,1:25,1:2,1:10,每月,60+,主管判斷,4,4,121,51,18,3,普通,2,被當打雜
2025-09-23,區域醫院,醫療財團法人羅許基金會羅東博愛醫院,急診醫學部,宜蘭縣,副護理長,一般級,1:40,1:2,1:8,罕見,50-55,主管判斷,2,12,112,47,17,3,普通,3,
2025-09-23,地區醫院,清福醫院,急診中心,新北市,N3,一般級,1:25,1:4,1:5,罕見,50-55,合理範圍給,2,13,80,34,12,3,難以升遷,2,
2025-09-22 23:12,區域醫院,醫療財團法人羅許基金會羅東博愛醫院,急診醫學部,宜蘭縣,N3,中度級,1:35,1:2,1:6,每月,50-55,合理範圍給,8,3,92,39,14,3,難以升遷,2,工時超長
2025-09-22 17:00,區域醫院,衛生福利部臺北醫院,急診室,新北市,N2,一般級,1:30,1:3,1:6,每月,55-60,一律不給,1,6,83,35,12,2,普通,1,人力過勞且無加班費
2025-09-22 16:56,地區醫院,中山醫療社團法人中山醫院,急診室,台北市,N0,一般級,1:40,1:4,1:6,每月,55-60,一律不給,8,4,61,26,9,3,難以升遷,1,
2025-09-22,醫學中心,長庚醫療財團法人高雄長庚紀念醫院,急診室,高雄市,N1,重度級,1:30,1:3,1:10,每季,45-50,合理範圍給,2,10,104,44,16,3,普通,3,訓練體系完整
2025-09-22,地區醫院,佛教慈濟醫療財團法人玉里慈濟醫院,急診中心,花蓮縣,N2,一般級,1:25,1:3,1:6,每月,50-55,合理範圍給,2,1,79,33,12,3,難以升遷,2,夜班暴力事件多
2025-09-22,區域醫院,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院,急診醫學部,新竹縣,N1,中度級,1:30,1:3,1:8,每週,45-50,一律給,8,3,79,33,12,3,機會多,3,案件多但學得快
2025-09-22,區域醫院,衛生福利部基隆醫院,急診部,基隆市,N2,中度級,1:40,1:2,1:10,每週,50-55,主管判斷,5,9,98,41,15,3,機會多,3,案件多但學得快
2025-09-22,地區醫院,西園醫療社團法人西園醫院,急診部,台北市,N2,一般級,1:25,1:2,1:8,每季,50-55,合理範圍給,7,13,73,31,11,4,機會多,3,新人訓練紮實
2025-09-21 13:23,醫學中心,新光醫療財團法人新光吳火獅紀念醫院,急診醫學部,台北市,副護理長,重度級,1:30,1:3,1:8,每週,60+,主管判斷,5,7,133,56,20,3,難以升遷,2,新人零保護
2025-09-21,區域醫院,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,急診醫學部,桃園市,N1,一般級,1:35,1:2,1:8,每週,60+,一律不給,8,11,87,37,13,2,普通,1,沒人沒錢沒尊重
2025-09-21,醫學中心,臺中榮民總醫院,急診醫學部,台中市,專科護理師,重度級,1:40,1:2,1:8,每季,45-50,主管判斷,5,4,114,48,17,3,機會多,3,案件多但學得快
2025-09-21,區域醫院,振興醫療財團法人振興醫院,急診醫學部,台北市,N0,中度級,1:35,1:4,1:8,每週,45-50,一律給,2,7,73,31,11,4,普通,3,專科氣氛 OK
2025-09-21,地區醫院,秉坤婦幼醫院,急診醫學部,桃園市,N3,一般級,1:25,1:2,1:8,每季,50-55,合理範圍給,1,4,91,38,14,4,普通,3,主管支持度高
2025-09-21,醫學中心,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,急診室,台北市,N1,重度級,1:40,1:3,1:8,每月,60+,一律不給,7,9,95,40,14,3,普通,2,加班頻率可接受
2025-09-20,地區醫院,林醫院,急診部,新竹縣,N3,一般級,1:25,1:2,1:5,每月,50-55,合理範圍給,3,12,78,33,12,3,機會多,3,門診作息穩定
2025-09-20,醫學中心,臺中榮民總醫院,急診室,台中市,專科護理師,重度級,1:30,1:3,1:5,每季,50-55,合理範圍給,2,8,127,53,19,4,機會多,3,
2025-09-20,地區醫院,安泰醫院,急診醫學部,高雄市,N2,一般級,1:25,1:2,1:6,每月,50-55,合理範圍給,8,11,83,35,12,4,機會多,3,
2025-09-19 21:07,醫學中心,國立臺灣大學醫學院附設醫院兒童醫院,急診醫學部,台北市,護理長,中度級,1:40,1:3,1:6,每月,55-60,一律不給,6,4,142,60,21,3,普通,2,門診作息穩定
2025-09-19,區域醫院,亞洲大學附屬醫院,急診部,台中市,N4,一般級,1:40,1:2,1:10,每月,60+,一律不給,8,9,111,47,17,3,難以升遷,2,主管偏心嚴重
2025-09-19,醫學中心,衛生福利部雙和醫院(委託臺北醫學大學興建經營),急診室,新北市,N3,重度級,1:35,1:4,1:10,每月,60+,一律不給,8,12,123,52,18,3,難以升遷,2,主管偏心嚴重
2025-09-19,區域醫院,新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),急診中心,新竹市,N1,中度級,1:35,1:2,1:8,每季,45-50,主管判斷,6,4,90,38,14,3,普通,2,主管偏心嚴重
2025-09-18 21:45,地區醫院,金安心醫院,急診醫學部,高雄市,N2,一般級,1:25,1:4,1:6,每月,50-55,主管判斷,3,2,68,29,10,4,普通,3,同事關係好
2025-09-18 18:29,醫學中心,義大醫療財團法人義大醫院,急診醫學部,高雄市,護理長,重度級,1:30,1:2,1:8,罕見,60+,一律不給,1,11,129,54,19,3,難以升遷,2,被當打雜
2025-09-18 09:20,區域醫院,敏盛綜合醫院,急診中心,桃園市,N3,中度級,1:40,1:3,1:8,每週,60+,一律不給,2,13,107,45,16,3,難以升遷,2,主管常 stand-by 不夠
2025-09-18,區域醫院,三軍總醫院松山分院附設民眾診療服務處,急診中心,台北市,N1,中度級,1:30,1:4,1:5,每月,45-50,一律給,7,4,90,38,14,4,普通,3,
2025-09-18,區域醫院,天主教靈醫會醫療財團法人羅東聖母醫院,急診中心,宜蘭縣,副護理長,中度級,1:25,1:2,1:5,每月,60+,一律不給,4,13,110,46,17,2,普通,1,常被臨時調班
2025-09-17 10:32,區域醫院,戴德森醫療財團法人嘉義基督教醫院,急診室,嘉義市,N3,中度級,1:30,1:4,1:10,罕見,60+,主管判斷,8,4,107,45,16,3,普通,2,人力穩定但行政會議多
2025-09-17 09:31,醫學中心,臺北市立萬芳醫院-委託臺北醫學大學辦理,急診室,台北市,副護理長,重度級,1:35,1:4,1:5,每週,50-55,一律給,6,7,120,50,18,4,機會多,3,
2025-09-17,醫學中心,國立成功大學醫學院附設醫院,急診醫學部,台南市,副護理長,重度級,1:30,1:2,1:8,每季,45-50,一律給,4,3,130,55,20,4,機會多,3,工時長但待遇可
2025-09-17,區域醫院,臺北市立聯合醫院忠孝院區,急診部,台北市,N2,一般級,1:30,1:3,1:6,每月,55-60,主管判斷,1,12,92,39,14,3,難以升遷,2,專科氣氛 OK
2025-09-17,地區醫院,中英醫療社團法人中英醫院,急診中心,新北市,N1,一般級,1:30,1:3,1:5,每週,50-55,合理範圍給,8,4,72,30,11,3,機會多,3,專科很強值得待
2025-09-16 15:00,地區醫院,怡和醫院,急診醫學部,新北市,副護理長,一般級,1:30,1:2,1:6,每月,50-55,合理範圍給,2,12,87,37,13,3,普通,3,加班頻率可接受
2025-09-16,區域醫院,長庚醫療財團法人嘉義長庚紀念醫院,急診醫學部,嘉義縣,N2,中度級,1:40,1:4,1:5,每月,50-55,合理範圍給,1,3,95,40,14,4,普通,3,
